GIỐNG - LOẠI,GIỐNG - NHU CẦU,GIỐNG - TỈNH THÀNH,QUẬN HUYỆN,GIÁ - TRIỆU ĐỒNG,DIỆN TÍCH - M2,HƯỚNG,SỐ TẦNG,SỐ PHÒNG,SỐ TOILETS,GIẤY TỜ PHÁP LÝ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,1621.1,54.2,,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,3671.7,40.3,Tây,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,3976.5,27.1,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9747.3,103.9,Nam,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9139.8,87.7,Bắc,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4119.6,127.8,Tây Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,11775.3,96.5,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5569.1,53.0,Đông Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4916.4,46.2,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9855.2,87.9,Đông Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,1408.6,53.5,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,5960.7,118.0,Đông,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5606.3,105.1,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6491.9,103.4,Đông,,4,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7754.3,97.0,Đông Nam,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6742.8,52.3,Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,8198.8,101.8,Tây Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4073.2,141.8,Tây Nam,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3124.2,121.7,Đông Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9019.9,88.3,Tây Bắc,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5145.6,48.0,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4947.5,131.9,Đông Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7431.1,98.2,,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5469.3,55.2,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5375.4,71.7,Đông Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5296.5,55.2,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9571.6,106.8,Đông Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4791.7,75.6,Tây,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,3867.4,47.3,Tây Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6429.3,100.1,Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10921.6,116.6,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,9362.1,134.6,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,8002.7,72.3,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,19718.3,87.1,Tây Nam,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,12961.8,109.5,Tây Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3115.8,83.3,Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9979.1,116.6,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5627.1,85.3,Tây,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,12118.6,72.2,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,7910.7,92.9,Bắc,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10212.8,98.5,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,12712.4,98.9,Tây,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2233.7,59.4,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,5100.7,38.3,Đông Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,2975.1,66.9,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3785.2,41.0,Tây,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2803.2,88.3,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,9738.3,81.6,Tây Bắc,,2,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,13296.9,113.8,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6695.5,61.1,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6725.2,86.5,Đông Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7602.4,92.1,Đông Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,6815.8,67.8,Tây Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4939.7,63.1,Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,19604.8,88.6,,,,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10508.2,109.2,Tây Bắc,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9690.9,87.0,Tây Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9735.3,51.6,Tây Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,7279.3,117.1,Tây,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4401.8,50.6,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7874.4,73.1,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,8776.7,51.1,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6737.4,86.8,Đông Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4041.5,42.5,Đông,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,10790.7,156.4,,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,,108.4,Tây,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9907.2,98.3,,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5652.1,74.0,Đông,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,6530.4,70.9,Đông,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5810.6,59.4,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4104.4,142.4,Tây,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4635.0,54.5,Tây Bắc,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4390.7,101.9,Đông Nam,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9363.4,95.7,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9481.1,86.1,Đông,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4858.0,100.4,Bắc,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10259.1,105.6,Bắc,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9463.5,99.1,,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6699.5,85.8,Tây,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2987.1,53.4,Đông Bắc,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2181.5,65.2,Tây Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10787.2,116.4,Đông,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,3888.1,46.0,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7126.2,79.2,Đông Bắc,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4565.7,61.7,Tây Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5944.3,125.6,Tây Nam,,4,2,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận Bình Tân,8389.5,159.7,Đông Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,4661.3,40.2,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,4591.7,47.3,Đông,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,13525.0,75.4,,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3956.8,95.3,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,5705.0,78.0,,,,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10668.0,102.0,Tây Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,,100.8,Bắc,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4995.8,27.9,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5959.9,83.2,,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,7825.7,73.6,Đông Bắc,,2,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5162.1,132.2,Bắc,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,3659.6,128.3,,,3,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6461.6,42.7,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,10353.2,119.6,Bắc,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5385.3,71.5,Tây Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,9437.9,102.4,Đông,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,14191.0,115.7,,,4,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,14853.9,62.4,,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5994.8,113.3,Đông Nam,,,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6796.0,137.6,Tây Bắc,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,4227.6,57.4,,,2,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,11024.5,110.7,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,5318.5,50.4,,,,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3631.0,134.8,Tây Nam,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9954.9,78.4,Đông Nam,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7121.1,64.8,Tây,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,19049.7,78.4,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,10669.7,51.6,Đông Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,10253.6,117.4,Đông Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,3729.5,,Tây Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7403.0,75.9,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,2538.9,58.3,Tây Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7743.7,98.8,Bắc,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3821.3,45.9,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2645.3,69.7,,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,16486.6,73.3,Bắc,,2,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8716.3,107.0,Đông Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,9914.3,52.0,Nam,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,8351.8,143.3,,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5703.1,96.4,,,,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7711.4,79.7,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,11535.4,90.9,Tây Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,6984.2,118.8,Đông Bắc,,3,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3183.7,56.8,Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5866.4,51.6,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7481.1,103.1,Tây Bắc,,,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,7995.8,77.3,,,3,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,,59.4,Tây,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,5912.3,122.8,Tây Nam,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,4947.3,97.0,Bắc,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5852.2,76.8,Đông,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4241.6,81.0,Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8356.4,116.3,,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,12447.0,110.3,Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9866.6,110.4,Bắc,,4,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,11151.4,115.2,,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7096.2,90.3,,,,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,8005.4,113.2,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 9,5264.6,68.6,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,13540.3,,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9522.3,85.2,,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,9057.8,135.5,,,3,3,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 11,9673.1,97.8,Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,9185.7,90.6,Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6407.4,57.2,Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,6660.1,64.4,Tây Bắc,,1,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,9334.6,119.9,Nam,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,3074.4,43.0,Tây Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,7283.9,70.4,Nam,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,10202.4,,,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,3738.8,50.9,Tây Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,9221.4,90.3,Bắc,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,9433.4,109.8,Tây Nam,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,13278.8,118.2,Đông Nam,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,5986.9,,Bắc,,2,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9211.8,106.7,,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,3476.8,67.4,Đông Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5763.1,116.0,Đông Nam,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4152.4,152.0,,,,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10177.6,109.8,Đông Nam,,3,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,15482.5,77.4,Nam,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8100.0,98.1,Tây,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,2316.4,77.7,Bắc,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,6916.0,32.1,,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7145.0,73.9,Đông Nam,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6240.8,88.3,,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,8233.9,125.5,Tây Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,10348.3,102.0,Tây Bắc,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,7885.0,91.8,Tây Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11727.8,61.2,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,11245.4,56.5,Tây,,2,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,13459.9,109.0,,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,12003.8,95.0,Đông,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6561.1,135.4,,,4,,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,6423.7,112.6,,,4,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7769.6,95.3,Nam,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,5003.5,50.4,Bắc,,1,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,6604.9,55.8,Tây Nam,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,8228.7,136.9,Bắc,,3,2,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5757.3,71.2,,,2,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9345.4,104.4,Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 3,4349.2,27.0,Tây,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3148.7,50.7,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,6343.3,61.9,Nam,,2,1,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5701.9,133.3,Đông Nam,,,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,5947.9,133.8,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,,80.1,Tây Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7422.7,113.1,Tây Bắc,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,4780.6,85.9,Đông,,3,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,6162.2,86.2,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,9178.4,43.7,Đông Nam,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8611.2,110.1,Đông Nam,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 3,7093.3,29.3,Đông Nam,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 2,9062.6,79.9,Bắc,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,10114.4,89.7,,,3,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,,40.4,Đông,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,8179.8,70.3,Tây Bắc,,3,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,12798.2,119.4,Tây Nam,,,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Bình,4832.7,63.3,,,2,1,
"Căn hộ, chung cư",Cần thuê,Hồ Chí Minh,Quận 3,16560.7,90.0,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,4425.5,61.1,,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,8305.4,68.8,Đông Bắc,,1,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,4786.9,112.7,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,4619.4,63.6,,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 12,3947.8,127.2,Đông Bắc,,4,3,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5890.9,81.1,Đông,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7428.3,100.3,Bắc,,3,3,Đang chờ sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Tân Phú,5079.5,47.6,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 11,7791.1,65.1,Đông Bắc,,1,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,6039.1,143.2,Đông,,4,,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 7,9625.3,75.9,Đông,,3,2,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11806.7,81.7,,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Huyện Bình Chánh,7040.0,122.9,Tây Bắc,,4,3,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,7499.5,104.4,Đông,,3,,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 1,11807.9,49.6,Đông Nam,,,1,Đã có sổ
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận 9,8000.6,76.6,Tây,,2,1,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Bình Tân,7546.0,128.6,,,4,2,
"Căn hộ, chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,5938.0,46.4,,,1,1,
